lancamento_id,data_competencia,data_pagamento,ano_mes,categoria,centro_custo,descricao,valor,recorrencia,fornecedor,nota_fiscal,aprovado_por
EXP-000370,2024-01-04,2024-01-05,2024-01,administrativo,juridico,Administrativo — Juridico,2052.5,trimestral,Brito,NF-44694,diretoria
EXP-000371,2024-01-12,2024-01-16,2024-01,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Albuquerque,NF-75318,diretoria
EXP-000372,2024-01-02,2024-01-10,2024-01,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Jesus Rezende S.A.,NF-56638,diretoria
EXP-000373,2024-01-09,2024-01-19,2024-01,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Melo Ltda.,NF-46676,financeiro
EXP-000374,2024-01-21,2024-01-26,2024-01,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Pinto,NF-85364,financeiro
EXP-000375,2024-01-17,2024-01-22,2024-01,outros,varios,Outros — Varios,589.94,mensal,Rezende,NF-65351,diretoria
EXP-000376,2024-02-05,2024-02-13,2024-02,pessoal,administrativo,Pessoal — Administrativo,28604.47,mensal,Farias e Filhos,NF-69099,financeiro
EXP-000377,2024-02-19,2024-02-23,2024-02,pessoal,comercial,Pessoal — Comercial,4864.51,mensal,Dias,NF-63134,financeiro
EXP-000378,2024-02-07,2024-02-21,2024-02,pessoal,comercial,Pessoal — Comercial,4762.89,mensal,Nogueira,NF-14265,gestão
EXP-000379,2024-02-02,2024-02-13,2024-02,pessoal,comercial,Pessoal — Comercial,5001.03,mensal,Pinto S/A,NF-25890,financeiro
EXP-000380,2024-02-27,2024-02-29,2024-02,pessoal,logistica,Pessoal — Logistica,8463.53,mensal,Pires Rodrigues Ltda.,NF-99018,financeiro
EXP-000381,2024-02-05,2024-02-19,2024-02,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Souza Borges - ME,NF-66773,financeiro
EXP-000382,2024-02-18,2024-02-26,2024-02,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Teixeira e Filhos,NF-29827,diretoria
EXP-000383,2024-02-23,2024-02-25,2024-02,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Macedo S.A.,NF-21413,gestão
EXP-000384,2024-02-23,2024-03-03,2024-02,marketing,digital,Marketing — Digital,4940.75,mensal,Alves,NF-33754,financeiro
EXP-000385,2024-02-08,2024-02-11,2024-02,marketing,digital,Marketing — Digital,3455.41,mensal,Duarte S/A,NF-83446,diretoria
EXP-000386,2024-02-07,2024-02-09,2024-02,marketing,trade,Marketing — Trade,1377.07,mensal,Fogaça,NF-38440,financeiro
EXP-000387,2024-02-20,2024-03-06,2024-02,marketing,trade,Marketing — Trade,1067.48,mensal,Lopes,NF-55961,diretoria
EXP-000388,2024-02-01,2024-02-07,2024-02,marketing,trade,Marketing — Trade,1275.8,mensal,da Cruz Moura - ME,NF-48187,financeiro
EXP-000389,2024-02-15,2024-02-18,2024-02,logistica,frete_saida,Logistica — Frete Saida,2699.51,mensal,Cavalcante Cavalcanti S/A,NF-80181,financeiro
EXP-000390,2024-02-09,2024-02-20,2024-02,logistica,frete_saida,Logistica — Frete Saida,2640.44,mensal,Pinto,NF-50442,financeiro
EXP-000391,2024-02-13,2024-02-17,2024-02,logistica,frete_saida,Logistica — Frete Saida,2008.63,mensal,Monteiro Pacheco S.A.,NF-93686,diretoria
EXP-000392,2024-02-09,2024-02-12,2024-02,logistica,armazenagem,Logistica — Armazenagem,1071.29,mensal,Martins Porto Ltda.,NF-83563,diretoria
EXP-000393,2024-02-07,2024-02-10,2024-02,logistica,armazenagem,Logistica — Armazenagem,1045.12,mensal,da Cunha,NF-72758,gestão
EXP-000394,2024-02-18,2024-02-28,2024-02,logistica,armazenagem,Logistica — Armazenagem,923.5,mensal,Martins Ltda.,NF-27672,gestão
EXP-000395,2024-02-14,2024-02-23,2024-02,tecnologia,plataformas,Tecnologia — Plataformas,2280.64,mensal,Barbosa Macedo Ltda.,NF-31270,gestão
EXP-000396,2024-02-09,2024-02-21,2024-02,tecnologia,plataformas,Tecnologia — Plataformas,2205.9,mensal,Porto,NF-82082,diretoria
EXP-000397,2024-02-19,2024-02-23,2024-02,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Sales,NF-62796,financeiro
EXP-000398,2024-02-23,2024-03-05,2024-02,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,670.88,mensal,Marques,NF-99940,gestão
EXP-000399,2024-02-27,2024-03-10,2024-02,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,600.65,mensal,Costa,NF-88675,financeiro
EXP-000400,2024-02-10,2024-02-15,2024-02,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Mendes,NF-96182,gestão
EXP-000401,2024-02-02,2024-02-03,2024-02,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,da Costa - ME,NF-39425,gestão
EXP-000402,2024-02-28,2024-03-02,2024-02,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Oliveira,NF-61423,financeiro
EXP-000403,2024-02-05,2024-02-07,2024-02,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Sampaio,NF-24193,financeiro
EXP-000404,2024-02-16,2024-02-17,2024-02,outros,varios,Outros — Varios,632.86,mensal,Almeida,NF-49325,financeiro
EXP-000405,2024-03-23,2024-04-07,2024-03,pessoal,administrativo,Pessoal — Administrativo,14448.27,mensal,da Mota,NF-81322,gestão
EXP-000406,2024-03-22,2024-04-06,2024-03,pessoal,administrativo,Pessoal — Administrativo,14156.55,mensal,Nunes e Filhos,NF-40169,diretoria
EXP-000407,2024-03-17,2024-03-18,2024-03,pessoal,comercial,Pessoal — Comercial,7221.45,mensal,Pereira e Filhos,NF-58972,financeiro
EXP-000408,2024-03-04,2024-03-18,2024-03,pessoal,comercial,Pessoal — Comercial,7256.06,mensal,da Paz,NF-10490,financeiro
EXP-000409,2024-03-16,2024-03-23,2024-03,pessoal,logistica,Pessoal — Logistica,9086.14,mensal,Pereira Fogaça S.A.,NF-84069,diretoria
EXP-000410,2024-03-21,2024-03-23,2024-03,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Pinto da Cunha e Filhos,NF-64557,gestão
EXP-000411,2024-03-04,2024-03-17,2024-03,aluguel,estoque,Aluguel — Estoque,3000.0,mensal,Pires Brito e Filhos,NF-26998,gestão
EXP-000412,2024-03-17,2024-03-19,2024-03,marketing,digital,Marketing — Digital,6702.78,mensal,das Neves - ME,NF-16788,diretoria
EXP-000413,2024-03-16,2024-03-19,2024-03,marketing,digital,Marketing — Digital,5379.78,mensal,Pacheco Ltda.,NF-86260,diretoria
EXP-000414,2024-03-16,2024-03-29,2024-03,marketing,trade,Marketing — Trade,1190.39,mensal,Borges da Rocha Ltda.,NF-74245,gestão
EXP-000415,2024-03-09,2024-03-11,2024-03,marketing,trade,Marketing — Trade,1444.28,mensal,Cavalcanti,NF-99928,diretoria
EXP-000416,2024-03-13,2024-03-14,2024-03,marketing,trade,Marketing — Trade,1218.11,mensal,Cardoso Viana - EI,NF-63099,diretoria
EXP-000417,2024-03-11,2024-03-20,2024-03,logistica,frete_saida,Logistica — Frete Saida,2680.59,mensal,Moura,NF-92780,diretoria
EXP-000418,2024-03-09,2024-03-13,2024-03,logistica,frete_saida,Logistica — Frete Saida,2616.82,mensal,Cavalcante,NF-47601,diretoria
EXP-000419,2024-03-02,2024-03-10,2024-03,logistica,frete_saida,Logistica — Frete Saida,2668.78,mensal,Mendes,NF-90820,gestão
EXP-000420,2024-03-17,2024-03-29,2024-03,logistica,armazenagem,Logistica — Armazenagem,1104.8,mensal,Souza,NF-48196,diretoria
EXP-000421,2024-03-08,2024-03-21,2024-03,logistica,armazenagem,Logistica — Armazenagem,1015.98,mensal,Camargo,NF-83270,gestão
EXP-000422,2024-03-10,2024-03-20,2024-03,logistica,armazenagem,Logistica — Armazenagem,1070.96,mensal,Barbosa,NF-23962,financeiro
EXP-000423,2024-03-11,2024-03-16,2024-03,tecnologia,plataformas,Tecnologia — Plataformas,2243.7,mensal,Sá Câmara e Filhos,NF-74679,diretoria
EXP-000424,2024-03-14,2024-03-28,2024-03,tecnologia,plataformas,Tecnologia — Plataformas,2274.9,mensal,Novais,NF-41118,financeiro
EXP-000425,2024-03-12,2024-03-17,2024-03,tecnologia,erp_gateway,Tecnologia — Erp Gateway,1100.0,mensal,Borges,NF-51420,diretoria
EXP-000426,2024-03-03,2024-03-17,2024-03,tecnologia,erp_gateway,Tecnologia — Erp Gateway,1100.0,mensal,Albuquerque,NF-80657,financeiro
EXP-000427,2024-03-03,2024-03-05,2024-03,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1313.88,mensal,Nascimento,NF-29832,diretoria
EXP-000428,2024-03-18,2024-03-31,2024-03,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Marques Ltda.,NF-77818,diretoria
EXP-000429,2024-03-28,2024-04-09,2024-03,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Pacheco,NF-38127,diretoria
EXP-000430,2024-03-17,2024-03-27,2024-03,outros,varios,Outros — Varios,392.91,mensal,Porto,NF-64620,gestão
EXP-000431,2024-03-23,2024-04-07,2024-03,outros,varios,Outros — Varios,529.3,mensal,Caldeira,NF-73547,financeiro
EXP-000432,2024-04-10,2024-04-21,2024-04,pessoal,administrativo,Pessoal — Administrativo,29318.41,mensal,Melo Alves - EI,NF-95558,diretoria
EXP-000433,2024-04-27,2024-05-02,2024-04,pessoal,comercial,Pessoal — Comercial,4615.66,mensal,Pimenta,NF-66925,gestão
EXP-000434,2024-04-08,2024-04-17,2024-04,pessoal,comercial,Pessoal — Comercial,4745.91,mensal,Ramos Azevedo e Filhos,NF-33144,diretoria
EXP-000435,2024-04-06,2024-04-12,2024-04,pessoal,comercial,Pessoal — Comercial,4607.72,mensal,Sampaio,NF-57128,gestão
EXP-000436,2024-04-17,2024-05-02,2024-04,pessoal,logistica,Pessoal — Logistica,8638.46,mensal,Rezende,NF-11516,financeiro
EXP-000437,2024-04-05,2024-04-16,2024-04,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Camargo,NF-20759,financeiro
EXP-000438,2024-04-13,2024-04-18,2024-04,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Aparecida Andrade Ltda.,NF-72403,financeiro
EXP-000439,2024-04-18,2024-04-30,2024-04,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Camargo,NF-25389,gestão
EXP-000440,2024-04-06,2024-04-09,2024-04,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,da Costa - EI,NF-18541,gestão
EXP-000441,2024-04-01,2024-04-09,2024-04,marketing,digital,Marketing — Digital,4846.0,mensal,Gomes Marques Ltda.,NF-75729,diretoria
EXP-000442,2024-04-09,2024-04-13,2024-04,marketing,digital,Marketing — Digital,4639.89,mensal,Pastor,NF-64116,financeiro
EXP-000443,2024-04-21,2024-04-30,2024-04,marketing,trade,Marketing — Trade,1379.03,mensal,Leão Rezende S/A,NF-71297,financeiro
EXP-000444,2024-04-26,2024-05-01,2024-04,marketing,trade,Marketing — Trade,1218.99,mensal,Pimenta,NF-18989,gestão
EXP-000445,2024-04-05,2024-04-20,2024-04,logistica,frete_saida,Logistica — Frete Saida,3445.2,mensal,da Mota,NF-59043,diretoria
EXP-000446,2024-04-21,2024-04-27,2024-04,logistica,frete_saida,Logistica — Frete Saida,3330.37,mensal,Sales Ltda.,NF-41602,gestão
EXP-000447,2024-04-02,2024-04-02,2024-04,logistica,armazenagem,Logistica — Armazenagem,2668.27,mensal,Macedo Macedo S.A.,NF-65050,financeiro
EXP-000448,2024-04-28,2024-05-05,2024-04,tecnologia,plataformas,Tecnologia — Plataformas,4517.19,mensal,Brito,NF-66981,gestão
EXP-000449,2024-04-12,2024-04-16,2024-04,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Nogueira,NF-90425,gestão
EXP-000450,2024-04-22,2024-05-07,2024-04,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Araújo,NF-47180,gestão
EXP-000451,2024-04-01,2024-04-06,2024-04,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,da Mota,NF-35451,financeiro
EXP-000452,2024-04-27,2024-05-08,2024-04,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,469.36,mensal,Campos Marques S/A,NF-30970,financeiro
EXP-000453,2024-04-11,2024-04-19,2024-04,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,449.01,mensal,Ramos Porto - EI,NF-99339,diretoria
EXP-000454,2024-04-20,2024-05-03,2024-04,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,476.46,mensal,Aragão Ltda.,NF-40877,gestão
EXP-000455,2024-04-22,2024-05-01,2024-04,administrativo,juridico,Administrativo — Juridico,1982.28,trimestral,Cardoso Viana - EI,NF-61285,financeiro
EXP-000456,2024-04-10,2024-04-12,2024-04,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Azevedo Teixeira - EI,NF-61524,gestão
EXP-000457,2024-04-20,2024-04-23,2024-04,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Pastor Cunha S.A.,NF-51524,diretoria
EXP-000458,2024-04-14,2024-04-17,2024-04,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Vasconcelos,NF-35363,gestão
EXP-000459,2024-04-14,2024-04-15,2024-04,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Viana Peixoto S/A,NF-97940,diretoria
EXP-000460,2024-04-21,2024-05-01,2024-04,outros,varios,Outros — Varios,452.48,mensal,Casa Grande,NF-25262,gestão
EXP-000461,2024-04-01,2024-04-10,2024-04,outros,varios,Outros — Varios,429.66,mensal,Nogueira da Cunha S.A.,NF-34206,diretoria
EXP-000462,2024-05-11,2024-05-19,2024-05,pessoal,administrativo,Pessoal — Administrativo,29191.64,mensal,Ribeiro S/A,NF-61562,diretoria
EXP-000463,2024-05-19,2024-05-25,2024-05,pessoal,comercial,Pessoal — Comercial,4640.04,mensal,Albuquerque Fogaça S.A.,NF-36239,financeiro
EXP-000464,2024-05-26,2024-06-05,2024-05,pessoal,comercial,Pessoal — Comercial,4849.6,mensal,Almeida,NF-72503,financeiro
EXP-000465,2024-05-15,2024-05-28,2024-05,pessoal,comercial,Pessoal — Comercial,4762.59,mensal,da Luz Aragão S.A.,NF-81694,gestão
EXP-000466,2024-05-07,2024-05-15,2024-05,pessoal,logistica,Pessoal — Logistica,4555.99,mensal,Moura,NF-87371,gestão
EXP-000467,2024-05-26,2024-06-03,2024-05,pessoal,logistica,Pessoal — Logistica,4247.63,mensal,Souza S/A,NF-12880,gestão
EXP-000468,2024-05-28,2024-06-05,2024-05,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Machado,NF-69273,diretoria
EXP-000469,2024-05-05,2024-05-20,2024-05,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Moraes,NF-90548,diretoria
EXP-000470,2024-05-05,2024-05-05,2024-05,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Machado - EI,NF-91380,financeiro
EXP-000471,2024-05-15,2024-05-17,2024-05,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Pimenta Aparecida e Filhos,NF-48927,financeiro
EXP-000472,2024-05-01,2024-05-10,2024-05,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Marques,NF-59400,diretoria
EXP-000473,2024-05-17,2024-06-01,2024-05,marketing,digital,Marketing — Digital,16041.5,mensal,Araújo - ME,NF-88842,gestão
EXP-000474,2024-05-16,2024-05-23,2024-05,marketing,trade,Marketing — Trade,4845.12,mensal,Lima,NF-66628,financeiro
EXP-000475,2024-05-17,2024-05-27,2024-05,logistica,frete_saida,Logistica — Frete Saida,2791.72,mensal,Mendonça e Filhos,NF-68985,gestão
EXP-000476,2024-05-11,2024-05-15,2024-05,logistica,frete_saida,Logistica — Frete Saida,1944.23,mensal,Barbosa,NF-45468,diretoria
EXP-000477,2024-05-06,2024-05-09,2024-05,logistica,frete_saida,Logistica — Frete Saida,2446.16,mensal,Duarte - EI,NF-61188,diretoria
EXP-000478,2024-05-21,2024-05-22,2024-05,logistica,armazenagem,Logistica — Armazenagem,3317.13,mensal,Azevedo Cardoso Ltda.,NF-22225,financeiro
EXP-000479,2024-05-17,2024-05-18,2024-05,tecnologia,plataformas,Tecnologia — Plataformas,1453.92,mensal,Garcia,NF-78843,financeiro
EXP-000480,2024-05-25,2024-06-04,2024-05,tecnologia,plataformas,Tecnologia — Plataformas,1505.86,mensal,Marques,NF-43029,gestão
EXP-000481,2024-05-18,2024-05-28,2024-05,tecnologia,plataformas,Tecnologia — Plataformas,1439.38,mensal,Brito,NF-27512,financeiro
EXP-000482,2024-05-03,2024-05-07,2024-05,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Rezende e Filhos,NF-24745,gestão
EXP-000483,2024-05-12,2024-05-21,2024-05,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Lopes Machado S.A.,NF-65395,financeiro
EXP-000484,2024-05-07,2024-05-14,2024-05,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Fernandes,NF-83668,financeiro
EXP-000485,2024-05-16,2024-05-24,2024-05,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,433.75,mensal,Guerra,NF-29334,diretoria
EXP-000486,2024-05-14,2024-05-15,2024-05,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,443.33,mensal,Siqueira,NF-23272,diretoria
EXP-000487,2024-05-15,2024-05-15,2024-05,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,467.56,mensal,Dias - ME,NF-59208,gestão
EXP-000488,2024-05-26,2024-06-05,2024-05,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Rios,NF-40013,financeiro
EXP-000489,2024-05-15,2024-05-16,2024-05,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Freitas,NF-99844,financeiro
EXP-000490,2024-05-20,2024-05-27,2024-05,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Rodrigues Melo S/A,NF-59697,financeiro
EXP-000491,2024-05-25,2024-06-07,2024-05,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Barros S/A,NF-54459,financeiro
EXP-000492,2024-05-09,2024-05-15,2024-05,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Brito,NF-63474,diretoria
EXP-000493,2024-05-14,2024-05-19,2024-05,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Cardoso,NF-84503,diretoria
EXP-000494,2024-05-23,2024-05-24,2024-05,outros,varios,Outros — Varios,246.39,mensal,Pastor - EI,NF-55198,diretoria
EXP-000495,2024-05-23,2024-06-02,2024-05,outros,varios,Outros — Varios,327.12,mensal,Rios,NF-33613,financeiro
EXP-000496,2024-05-19,2024-05-20,2024-05,outros,varios,Outros — Varios,290.11,mensal,Jesus Ltda.,NF-86377,financeiro
EXP-000497,2024-06-16,2024-06-19,2024-06,pessoal,administrativo,Pessoal — Administrativo,13509.67,mensal,Silveira,NF-34473,diretoria
EXP-000498,2024-06-18,2024-06-26,2024-06,pessoal,administrativo,Pessoal — Administrativo,13695.89,mensal,da Paz - EI,NF-11479,diretoria
EXP-000499,2024-06-14,2024-06-15,2024-06,pessoal,comercial,Pessoal — Comercial,6938.84,mensal,Fogaça,NF-76495,gestão
EXP-000500,2024-06-08,2024-06-08,2024-06,pessoal,comercial,Pessoal — Comercial,7403.69,mensal,Oliveira - EI,NF-67380,financeiro
EXP-000501,2024-06-09,2024-06-22,2024-06,pessoal,logistica,Pessoal — Logistica,4366.65,mensal,Cassiano Ribeiro - ME,NF-16279,financeiro
EXP-000502,2024-06-24,2024-07-09,2024-06,pessoal,logistica,Pessoal — Logistica,4507.1,mensal,Caldeira Ferreira - EI,NF-86185,diretoria
EXP-000503,2024-06-09,2024-06-10,2024-06,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Camargo,NF-93149,diretoria
EXP-000504,2024-06-26,2024-07-09,2024-06,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Oliveira,NF-77643,diretoria
EXP-000505,2024-06-25,2024-07-07,2024-06,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Lima Novais - EI,NF-45359,diretoria
EXP-000506,2024-06-23,2024-06-27,2024-06,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Pereira e Filhos,NF-51035,diretoria
EXP-000507,2024-06-19,2024-06-26,2024-06,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Alves,NF-42356,diretoria
EXP-000508,2024-06-18,2024-06-30,2024-06,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,da Mata Sampaio Ltda.,NF-84422,diretoria
EXP-000509,2024-06-14,2024-06-15,2024-06,marketing,digital,Marketing — Digital,4777.27,mensal,Ferreira,NF-10657,financeiro
EXP-000510,2024-06-06,2024-06-06,2024-06,marketing,digital,Marketing — Digital,6303.21,mensal,Cirino S.A.,NF-97207,gestão
EXP-000511,2024-06-14,2024-06-22,2024-06,marketing,trade,Marketing — Trade,1692.66,mensal,Azevedo,NF-61135,diretoria
EXP-000512,2024-06-07,2024-06-09,2024-06,marketing,trade,Marketing — Trade,2263.71,mensal,Sousa Porto S/A,NF-75232,gestão
EXP-000513,2024-06-23,2024-07-03,2024-06,logistica,frete_saida,Logistica — Frete Saida,2871.63,mensal,Souza - EI,NF-84126,diretoria
EXP-000514,2024-06-05,2024-06-20,2024-06,logistica,frete_saida,Logistica — Frete Saida,4040.59,mensal,Garcia Leão - ME,NF-44625,financeiro
EXP-000515,2024-06-08,2024-06-17,2024-06,logistica,armazenagem,Logistica — Armazenagem,2839.97,mensal,Castro,NF-96379,financeiro
EXP-000516,2024-06-18,2024-06-25,2024-06,tecnologia,plataformas,Tecnologia — Plataformas,4510.58,mensal,das Neves,NF-47688,financeiro
EXP-000517,2024-06-28,2024-07-13,2024-06,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Vasconcelos,NF-13071,financeiro
EXP-000518,2024-06-15,2024-06-25,2024-06,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Aragão S.A.,NF-34502,diretoria
EXP-000519,2024-06-28,2024-07-11,2024-06,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Sá Pinto S/A,NF-77195,diretoria
EXP-000520,2024-06-12,2024-06-19,2024-06,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,697.61,mensal,da Mata - ME,NF-88264,financeiro
EXP-000521,2024-06-13,2024-06-16,2024-06,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,660.51,mensal,Mendonça,NF-34746,gestão
EXP-000522,2024-06-26,2024-07-03,2024-06,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Leão,NF-40818,financeiro
EXP-000523,2024-06-16,2024-06-28,2024-06,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Cunha,NF-62001,financeiro
EXP-000524,2024-06-13,2024-06-19,2024-06,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Ferreira - ME,NF-91603,gestão
EXP-000525,2024-06-17,2024-06-20,2024-06,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,da Paz e Filhos,NF-25786,diretoria
EXP-000526,2024-06-05,2024-06-09,2024-06,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Moura,NF-54320,financeiro
EXP-000527,2024-06-26,2024-07-06,2024-06,outros,varios,Outros — Varios,999.96,mensal,Aparecida,NF-73034,diretoria
EXP-000528,2024-07-04,2024-07-15,2024-07,pessoal,administrativo,Pessoal — Administrativo,9048.89,mensal,Gonçalves Peixoto S/A,NF-37370,financeiro
EXP-000529,2024-07-10,2024-07-23,2024-07,pessoal,administrativo,Pessoal — Administrativo,8885.32,mensal,Costela Ltda.,NF-93087,financeiro
EXP-000530,2024-07-21,2024-08-02,2024-07,pessoal,administrativo,Pessoal — Administrativo,9172.56,mensal,Vargas Carvalho Ltda.,NF-39737,gestão
EXP-000531,2024-07-04,2024-07-04,2024-07,pessoal,comercial,Pessoal — Comercial,4752.18,mensal,Duarte,NF-79015,diretoria
EXP-000532,2024-07-12,2024-07-20,2024-07,pessoal,comercial,Pessoal — Comercial,4622.01,mensal,Abreu - ME,NF-32534,financeiro
EXP-000533,2024-07-25,2024-08-06,2024-07,pessoal,comercial,Pessoal — Comercial,4905.81,mensal,Cavalcanti,NF-10301,gestão
EXP-000534,2024-07-20,2024-07-27,2024-07,pessoal,logistica,Pessoal — Logistica,3028.14,mensal,Garcia Nascimento e Filhos,NF-89984,gestão
EXP-000535,2024-07-28,2024-08-09,2024-07,pessoal,logistica,Pessoal — Logistica,2857.48,mensal,Montenegro Novais e Filhos,NF-16973,financeiro
EXP-000536,2024-07-23,2024-08-07,2024-07,pessoal,logistica,Pessoal — Logistica,3169.48,mensal,Barbosa,NF-81789,gestão
EXP-000537,2024-07-09,2024-07-15,2024-07,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Sousa,NF-54389,financeiro
EXP-000538,2024-07-13,2024-07-16,2024-07,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Lopes S/A,NF-73847,diretoria
EXP-000539,2024-07-06,2024-07-12,2024-07,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Barbosa,NF-76962,financeiro
EXP-000540,2024-07-15,2024-07-26,2024-07,aluguel,estoque,Aluguel — Estoque,3000.0,mensal,Oliveira,NF-19486,financeiro
EXP-000541,2024-07-10,2024-07-23,2024-07,marketing,digital,Marketing — Digital,10579.05,mensal,Oliveira,NF-54497,diretoria
EXP-000542,2024-07-14,2024-07-17,2024-07,marketing,trade,Marketing — Trade,1269.04,mensal,Santos,NF-11571,financeiro
EXP-000543,2024-07-06,2024-07-07,2024-07,marketing,trade,Marketing — Trade,1085.69,mensal,da Rocha,NF-28005,financeiro
EXP-000544,2024-07-09,2024-07-09,2024-07,marketing,trade,Marketing — Trade,907.45,mensal,Guerra S/A,NF-22984,diretoria
EXP-000545,2024-07-22,2024-07-27,2024-07,logistica,frete_saida,Logistica — Frete Saida,6615.06,mensal,Cavalcante,NF-83291,financeiro
EXP-000546,2024-07-20,2024-07-30,2024-07,logistica,armazenagem,Logistica — Armazenagem,1338.02,mensal,Sales,NF-50406,financeiro
EXP-000547,2024-07-03,2024-07-07,2024-07,logistica,armazenagem,Logistica — Armazenagem,1443.15,mensal,Borges,NF-44066,gestão
EXP-000548,2024-07-16,2024-07-24,2024-07,tecnologia,plataformas,Tecnologia — Plataformas,2302.34,mensal,Caldeira,NF-11237,gestão
EXP-000549,2024-07-01,2024-07-10,2024-07,tecnologia,plataformas,Tecnologia — Plataformas,2326.91,mensal,Lopes Pastor - ME,NF-10843,diretoria
EXP-000550,2024-07-15,2024-07-18,2024-07,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Gonçalves Ltda.,NF-47314,financeiro
EXP-000551,2024-07-19,2024-07-30,2024-07,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1311.67,mensal,Câmara,NF-79305,diretoria
EXP-000552,2024-07-27,2024-08-03,2024-07,administrativo,juridico,Administrativo — Juridico,1664.47,trimestral,Vasconcelos,NF-64967,financeiro
EXP-000553,2024-07-23,2024-07-30,2024-07,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Barbosa Moraes e Filhos,NF-44650,financeiro
EXP-000554,2024-07-12,2024-07-14,2024-07,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Moura - EI,NF-36472,financeiro
