transacao_id,data,ano_mes,canal,sku_id,categoria,quantidade,preco_unitario,receita_bruta,desconto_pct,valor_devolucao,devolvido,comissao_pct,comissao_valor,receita_liquida,tipo_compra
TXN-0008176,2024-03-04,2024-03,ecommerce,SKU-HAI-007,haircare,1,94.46,94.46,10.0,77.94,True,4.14,3.91,12.61,recorrente
TXN-0008177,2024-03-17,2024-03,ecommerce,SKU-SKI-012,skincare,2,171.1,342.2,0.0,0.0,False,3.08,10.56,331.64,pontual
TXN-0008178,2024-03-08,2024-03,marketplace,SKU-SKI-007,skincare,4,287.81,1151.24,0.0,0.0,False,16.35,188.2,963.04,pontual
TXN-0008179,2024-03-14,2024-03,ecommerce,SKU-HAI-005,haircare,1,202.69,202.69,0.0,0.0,False,4.53,9.18,193.51,recorrente
TXN-0008180,2024-03-28,2024-03,marketplace,SKU-PER-007,perfumes,2,249.27,498.54,0.0,0.0,False,16.73,83.38,415.16,pontual
TXN-0008181,2024-03-25,2024-03,ecommerce,SKU-HAI-003,haircare,1,72.7,72.7,5.0,0.0,False,3.57,2.6,70.1,recorrente
TXN-0008182,2024-03-27,2024-03,loja_propria,SKU-MAQ-011,maquiagem,4,49.73,198.92,20.0,0.0,False,-0.09,-0.18,199.1,pontual
TXN-0008183,2024-03-09,2024-03,ecommerce,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,4.32,5.4,119.76,pontual
TXN-0008184,2024-03-23,2024-03,ecommerce,SKU-HAI-003,haircare,5,76.53,382.65,0.0,0.0,False,3.81,14.6,368.05,recorrente
TXN-0008185,2024-03-16,2024-03,ecommerce,SKU-HAI-003,haircare,1,72.7,72.7,5.0,0.0,False,3.64,2.65,70.05,recorrente
TXN-0008186,2024-03-09,2024-03,ecommerce,SKU-MAQ-014,maquiagem,3,89.03,267.09,0.0,0.0,False,3.82,10.21,256.88,pontual
TXN-0008187,2024-03-02,2024-03,ecommerce,SKU-HAI-008,haircare,2,96.66,193.32,15.0,0.0,False,4.16,8.04,185.28,pontual
TXN-0008188,2024-03-03,2024-03,loja_propria,SKU-SKI-005,skincare,2,190.27,380.54,20.0,0.0,False,-0.48,-1.83,382.37,pontual
TXN-0008189,2024-03-08,2024-03,marketplace,SKU-MAQ-013,maquiagem,1,143.91,143.91,5.0,0.0,False,17.93,25.81,118.1,pontual
TXN-0008190,2024-03-21,2024-03,marketplace,SKU-MAQ-007,maquiagem,2,159.15,318.3,5.0,0.0,False,16.58,52.76,265.54,pontual
TXN-0008191,2024-03-14,2024-03,ecommerce,SKU-HAI-009,haircare,1,205.88,205.88,0.0,0.0,False,3.15,6.48,199.4,recorrente
TXN-0008192,2024-03-14,2024-03,franquia,SKU-MAQ-011,maquiagem,1,59.05,59.05,5.0,0.0,False,11.7,6.91,52.14,recorrente
TXN-0008193,2024-03-14,2024-03,loja_propria,SKU-SKI-016,skincare,2,239.23,478.46,0.0,0.0,False,-0.42,-2.0,480.46,recorrente
TXN-0008194,2024-03-02,2024-03,franquia,SKU-SKI-018,skincare,2,300.75,601.5,5.0,0.0,False,12.07,72.58,528.92,pontual
TXN-0008195,2024-03-07,2024-03,ecommerce,SKU-SKI-003,skincare,1,141.7,141.7,0.0,0.0,False,3.64,5.16,136.54,pontual
TXN-0008196,2024-03-21,2024-03,marketplace,SKU-HAI-009,haircare,2,185.29,370.58,10.0,0.0,False,17.27,64.01,306.57,pontual
TXN-0008197,2024-03-21,2024-03,franquia,SKU-PER-010,perfumes,1,416.16,416.16,0.0,0.0,False,11.4,47.45,368.71,pontual
TXN-0008198,2024-03-28,2024-03,loja_propria,SKU-MAQ-005,maquiagem,2,92.54,185.08,0.0,0.0,False,0.83,1.53,183.55,pontual
TXN-0008199,2024-03-22,2024-03,marketplace,SKU-MAQ-009,maquiagem,2,125.16,250.32,0.0,0.0,False,16.43,41.12,209.2,pontual
TXN-0008200,2024-03-26,2024-03,ecommerce,SKU-SKI-013,skincare,2,185.86,371.72,10.0,0.0,False,3.28,12.18,359.54,recorrente
TXN-0008201,2024-03-22,2024-03,ecommerce,SKU-SKI-005,skincare,1,237.84,237.84,0.0,0.0,False,4.18,9.94,227.9,pontual
TXN-0008202,2024-03-10,2024-03,ecommerce,SKU-SKI-006,skincare,3,112.45,337.35,0.0,286.1,True,4.51,15.2,36.05,recorrente
TXN-0008203,2024-03-27,2024-03,ecommerce,SKU-HAI-001,haircare,2,147.27,294.54,0.0,0.0,False,4.55,13.41,281.13,pontual
TXN-0008204,2024-03-16,2024-03,ecommerce,SKU-PER-009,perfumes,1,368.88,368.88,0.0,0.0,False,4.18,15.43,353.45,pontual
TXN-0008205,2024-03-27,2024-03,marketplace,SKU-MAQ-009,maquiagem,4,125.16,500.64,0.0,0.0,False,17.31,86.67,413.97,pontual
TXN-0008206,2024-03-23,2024-03,ecommerce,SKU-PER-010,perfumes,1,416.16,416.16,0.0,0.0,False,4.61,19.17,396.99,pontual
TXN-0008207,2024-03-26,2024-03,ecommerce,SKU-HAI-003,haircare,2,61.22,122.44,20.0,0.0,False,4.04,4.94,117.5,pontual
TXN-0008208,2024-03-17,2024-03,ecommerce,SKU-PER-010,perfumes,1,416.16,416.16,0.0,0.0,False,3.82,15.9,400.26,pontual
TXN-0008209,2024-03-21,2024-03,marketplace,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,16.17,9.85,51.07,pontual
TXN-0008210,2024-03-24,2024-03,ecommerce,SKU-SKI-001,skincare,2,170.01,340.02,10.0,0.0,False,3.3,11.21,328.81,pontual
TXN-0008211,2024-03-19,2024-03,ecommerce,SKU-MAQ-007,maquiagem,1,167.53,167.53,0.0,0.0,False,3.58,6.0,161.53,recorrente
TXN-0008212,2024-03-13,2024-03,ecommerce,SKU-PER-008,perfumes,1,231.13,231.13,5.0,0.0,False,4.58,10.59,220.54,recorrente
TXN-0008213,2024-03-20,2024-03,loja_propria,SKU-PER-011,perfumes,2,167.29,334.58,10.0,0.0,False,0.74,2.48,332.1,pontual
TXN-0008214,2024-03-21,2024-03,ecommerce,SKU-MAQ-012,maquiagem,1,101.31,101.31,0.0,0.0,False,4.38,4.44,96.87,pontual
TXN-0008215,2024-03-23,2024-03,franquia,SKU-SKI-004,skincare,2,120.55,241.1,0.0,0.0,False,11.15,26.88,214.22,pontual
TXN-0008216,2024-03-13,2024-03,marketplace,SKU-HAI-001,haircare,1,147.27,147.27,0.0,0.0,False,16.59,24.43,122.84,pontual
TXN-0008217,2024-03-01,2024-03,marketplace,SKU-HAI-009,haircare,1,205.88,205.88,0.0,0.0,False,17.55,36.12,169.76,pontual
TXN-0008218,2024-03-13,2024-03,franquia,SKU-PER-001,perfumes,1,381.67,381.67,0.0,0.0,False,12.77,48.73,332.94,recorrente
TXN-0008219,2024-03-22,2024-03,franquia,SKU-SKI-018,skincare,3,316.58,949.74,0.0,0.0,False,11.68,110.96,838.78,pontual
TXN-0008220,2024-03-18,2024-03,marketplace,SKU-PER-004,perfumes,1,343.24,343.24,10.0,0.0,False,16.64,57.11,286.13,pontual
TXN-0008221,2024-03-03,2024-03,ecommerce,SKU-SKI-005,skincare,1,237.84,237.84,0.0,208.83,True,4.88,11.61,17.4,pontual
TXN-0008222,2024-03-23,2024-03,ecommerce,SKU-HAI-001,haircare,3,117.82,353.46,20.0,0.0,False,4.77,16.84,336.62,pontual
TXN-0008223,2024-03-14,2024-03,ecommerce,SKU-PER-010,perfumes,1,416.16,416.16,0.0,0.0,False,4.76,19.8,396.36,recorrente
TXN-0008224,2024-03-09,2024-03,marketplace,SKU-SKI-009,skincare,1,165.03,165.03,5.0,0.0,False,16.17,26.68,138.35,recorrente
TXN-0008225,2024-03-16,2024-03,ecommerce,SKU-PER-003,perfumes,1,307.75,307.75,15.0,0.0,False,4.73,14.56,293.19,recorrente
TXN-0008226,2024-03-16,2024-03,marketplace,SKU-SKI-014,skincare,3,151.13,453.39,0.0,0.0,False,16.39,74.29,379.1,recorrente
TXN-0008227,2024-03-10,2024-03,franquia,SKU-PER-004,perfumes,2,362.31,724.62,5.0,0.0,False,12.8,92.75,631.87,recorrente
TXN-0008228,2024-03-20,2024-03,ecommerce,SKU-SKI-014,skincare,1,151.13,151.13,0.0,0.0,False,4.46,6.74,144.39,pontual
TXN-0008229,2024-03-15,2024-03,ecommerce,SKU-PER-008,perfumes,1,194.63,194.63,20.0,0.0,False,3.21,6.25,188.38,pontual
TXN-0008230,2024-03-28,2024-03,ecommerce,SKU-MAQ-008,maquiagem,2,155.89,311.78,5.0,0.0,False,3.81,11.87,299.91,pontual
TXN-0008231,2024-03-26,2024-03,ecommerce,SKU-HAI-009,haircare,1,195.59,195.59,5.0,0.0,False,4.0,7.81,187.78,pontual
TXN-0008232,2024-03-01,2024-03,loja_propria,SKU-PER-010,perfumes,3,332.93,998.79,20.0,0.0,False,0.04,0.36,998.43,pontual
TXN-0008233,2024-03-22,2024-03,ecommerce,SKU-HAI-007,haircare,1,104.95,104.95,0.0,0.0,False,4.34,4.56,100.39,pontual
TXN-0008234,2024-03-08,2024-03,franquia,SKU-PER-011,perfumes,1,176.59,176.59,5.0,0.0,False,11.35,20.05,156.54,pontual
TXN-0008235,2024-03-19,2024-03,ecommerce,SKU-SKI-001,skincare,1,188.9,188.9,0.0,0.0,False,4.55,8.59,180.31,recorrente
TXN-0008236,2024-03-14,2024-03,marketplace,SKU-PER-012,perfumes,4,359.33,1437.32,5.0,0.0,False,17.59,252.8,1184.52,pontual
TXN-0008237,2024-03-03,2024-03,ecommerce,SKU-MAQ-014,maquiagem,1,89.03,89.03,0.0,0.0,False,3.28,2.92,86.11,recorrente
TXN-0008238,2024-03-08,2024-03,marketplace,SKU-PER-009,perfumes,2,331.99,663.98,10.0,0.0,False,17.32,115.03,548.95,recorrente
TXN-0008239,2024-03-12,2024-03,ecommerce,SKU-MAQ-011,maquiagem,4,59.05,236.2,5.0,0.0,False,4.82,11.37,224.83,pontual
TXN-0008240,2024-03-19,2024-03,ecommerce,SKU-SKI-010,skincare,1,201.3,201.3,0.0,0.0,False,3.96,7.97,193.33,pontual
TXN-0008241,2024-03-24,2024-03,franquia,SKU-SKI-002,skincare,3,226.19,678.57,15.0,566.0,True,11.18,75.86,36.71,recorrente
TXN-0008242,2024-03-28,2024-03,franquia,SKU-SKI-012,skincare,1,171.1,171.1,0.0,0.0,False,11.67,19.97,151.13,recorrente
TXN-0008243,2024-03-25,2024-03,marketplace,SKU-SKI-007,skincare,1,287.81,287.81,0.0,0.0,False,16.7,48.05,239.76,pontual
TXN-0008244,2024-03-25,2024-03,franquia,SKU-SKI-003,skincare,2,141.7,283.4,0.0,0.0,False,12.87,36.47,246.93,pontual
TXN-0008245,2024-03-27,2024-03,ecommerce,SKU-MAQ-016,maquiagem,1,62.22,62.22,5.0,0.0,False,3.06,1.91,60.31,pontual
TXN-0008246,2024-03-18,2024-03,loja_propria,SKU-HAI-003,haircare,3,76.53,229.59,0.0,0.0,False,-0.78,-1.8,231.39,pontual
TXN-0008247,2024-03-04,2024-03,ecommerce,SKU-PER-002,perfumes,1,151.66,151.66,0.0,0.0,False,3.69,5.6,146.06,pontual
TXN-0008248,2024-03-18,2024-03,marketplace,SKU-HAI-002,haircare,1,75.66,75.66,0.0,0.0,False,16.04,12.14,63.52,pontual
TXN-0008249,2024-03-26,2024-03,ecommerce,SKU-SKI-018,skincare,2,316.58,633.16,0.0,0.0,False,3.48,22.05,611.11,pontual
TXN-0008250,2024-03-03,2024-03,ecommerce,SKU-PER-011,perfumes,4,185.88,743.52,0.0,0.0,False,3.73,27.73,715.79,pontual
TXN-0008251,2024-03-18,2024-03,ecommerce,SKU-PER-006,perfumes,2,408.93,817.86,0.0,0.0,False,4.94,40.38,777.48,pontual
TXN-0008252,2024-03-15,2024-03,ecommerce,SKU-SKI-018,skincare,2,316.58,633.16,0.0,0.0,False,3.32,21.05,612.11,pontual
TXN-0008253,2024-03-08,2024-03,marketplace,SKU-PER-006,perfumes,1,327.14,327.14,20.0,0.0,False,16.2,53.01,274.13,recorrente
TXN-0008254,2024-03-22,2024-03,franquia,SKU-MAQ-014,maquiagem,1,80.13,80.13,10.0,0.0,False,11.2,8.97,71.16,recorrente
TXN-0008255,2024-03-11,2024-03,ecommerce,SKU-HAI-006,haircare,1,124.54,124.54,5.0,0.0,False,3.42,4.26,120.28,pontual
TXN-0008256,2024-03-01,2024-03,marketplace,SKU-HAI-002,haircare,1,75.66,75.66,0.0,0.0,False,16.84,12.74,62.92,recorrente
TXN-0008257,2024-03-17,2024-03,ecommerce,SKU-PER-004,perfumes,1,362.31,362.31,5.0,0.0,False,4.83,17.51,344.8,pontual
TXN-0008258,2024-03-04,2024-03,loja_propria,SKU-MAQ-003,maquiagem,2,54.83,109.66,10.0,0.0,False,-0.19,-0.2,109.86,pontual
TXN-0008259,2024-03-06,2024-03,ecommerce,SKU-MAQ-005,maquiagem,2,92.54,185.08,0.0,0.0,False,3.11,5.76,179.32,pontual
TXN-0008260,2024-03-26,2024-03,marketplace,SKU-MAQ-010,maquiagem,4,67.09,268.36,0.0,0.0,False,17.03,45.7,222.66,pontual
TXN-0008261,2024-03-19,2024-03,marketplace,SKU-MAQ-008,maquiagem,5,155.89,779.45,5.0,0.0,False,17.39,135.54,643.91,pontual
TXN-0008262,2024-03-24,2024-03,loja_propria,SKU-MAQ-010,maquiagem,1,67.09,67.09,0.0,0.0,False,0.76,0.51,66.58,pontual
TXN-0008263,2024-03-10,2024-03,loja_propria,SKU-MAQ-001,maquiagem,1,128.25,128.25,5.0,0.0,False,-0.71,-0.91,129.16,pontual
TXN-0008264,2024-03-24,2024-03,franquia,SKU-SKI-002,skincare,1,266.11,266.11,0.0,0.0,False,11.57,30.79,235.32,pontual
TXN-0008265,2024-03-16,2024-03,ecommerce,SKU-MAQ-008,maquiagem,1,164.1,164.1,0.0,0.0,False,4.82,7.92,156.18,pontual
TXN-0008266,2024-03-08,2024-03,marketplace,SKU-SKI-012,skincare,1,171.1,171.1,0.0,0.0,False,16.1,27.54,143.56,pontual
TXN-0008267,2024-03-23,2024-03,loja_propria,SKU-PER-013,perfumes,1,362.23,362.23,5.0,0.0,False,-0.26,-0.95,363.18,recorrente
TXN-0008268,2024-03-24,2024-03,loja_propria,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,-0.3,-0.18,61.1,pontual
TXN-0008269,2024-03-27,2024-03,marketplace,SKU-PER-013,perfumes,1,381.29,381.29,0.0,0.0,False,16.5,62.89,318.4,pontual
TXN-0008270,2024-03-03,2024-03,ecommerce,SKU-MAQ-007,maquiagem,5,167.53,837.65,0.0,0.0,False,4.19,35.13,802.52,recorrente
TXN-0008271,2024-03-21,2024-03,loja_propria,SKU-MAQ-007,maquiagem,2,167.53,335.06,0.0,0.0,False,0.35,1.16,333.9,recorrente
TXN-0008272,2024-03-05,2024-03,ecommerce,SKU-MAQ-013,maquiagem,3,143.91,431.73,5.0,0.0,False,3.89,16.79,414.94,pontual
TXN-0008273,2024-03-17,2024-03,ecommerce,SKU-HAI-010,haircare,1,163.21,163.21,0.0,0.0,False,3.92,6.4,156.81,pontual
TXN-0008274,2024-03-27,2024-03,franquia,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,12.99,16.26,108.9,pontual
TXN-0008275,2024-03-18,2024-03,ecommerce,SKU-SKI-010,skincare,1,191.24,191.24,5.0,0.0,False,3.19,6.1,185.14,pontual
TXN-0008276,2024-03-11,2024-03,ecommerce,SKU-HAI-003,haircare,1,72.7,72.7,5.0,0.0,False,3.21,2.34,70.36,pontual
TXN-0008277,2024-03-22,2024-03,ecommerce,SKU-SKI-019,skincare,2,173.8,347.6,0.0,0.0,False,3.37,11.73,335.87,pontual
TXN-0008278,2024-03-15,2024-03,loja_propria,SKU-MAQ-008,maquiagem,2,164.1,328.2,0.0,0.0,False,-0.99,-3.24,331.44,recorrente
TXN-0008279,2024-03-06,2024-03,ecommerce,SKU-MAQ-001,maquiagem,3,135.0,405.0,0.0,0.0,False,3.21,12.99,392.01,pontual
TXN-0008280,2024-03-18,2024-03,ecommerce,SKU-MAQ-006,maquiagem,3,119.32,357.96,0.0,0.0,False,4.22,15.12,342.84,pontual
TXN-0008281,2024-03-23,2024-03,ecommerce,SKU-SKI-009,skincare,5,147.66,738.3,15.0,0.0,False,3.13,23.14,715.16,pontual
TXN-0008282,2024-03-19,2024-03,loja_propria,SKU-MAQ-012,maquiagem,2,101.31,202.62,0.0,0.0,False,0.48,0.96,201.66,pontual
TXN-0008283,2024-03-28,2024-03,loja_propria,SKU-MAQ-007,maquiagem,3,167.53,502.59,0.0,0.0,False,-0.62,-3.13,505.72,pontual
TXN-0008284,2024-03-11,2024-03,ecommerce,SKU-MAQ-015,maquiagem,4,73.07,292.28,0.0,0.0,False,4.07,11.9,280.38,pontual
TXN-0008285,2024-03-18,2024-03,loja_propria,SKU-PER-008,perfumes,2,243.29,486.58,0.0,0.0,False,0.88,4.26,482.32,pontual
TXN-0008286,2024-03-06,2024-03,marketplace,SKU-SKI-018,skincare,1,316.58,316.58,0.0,0.0,False,16.33,51.7,264.88,pontual
TXN-0008287,2024-03-12,2024-03,ecommerce,SKU-HAI-006,haircare,3,131.1,393.3,0.0,0.0,False,3.17,12.46,380.84,pontual
TXN-0008288,2024-03-22,2024-03,loja_propria,SKU-HAI-003,haircare,1,76.53,76.53,0.0,0.0,False,-0.54,-0.41,76.94,pontual
TXN-0008289,2024-03-26,2024-03,loja_propria,SKU-SKI-004,skincare,1,114.52,114.52,5.0,0.0,False,-0.03,-0.03,114.55,recorrente
TXN-0008290,2024-03-11,2024-03,ecommerce,SKU-MAQ-006,maquiagem,2,101.42,202.84,15.0,0.0,False,3.82,7.76,195.08,pontual
TXN-0008291,2024-03-01,2024-03,ecommerce,SKU-HAI-004,haircare,1,117.27,117.27,0.0,0.0,False,3.43,4.02,113.25,pontual
TXN-0008292,2024-03-28,2024-03,franquia,SKU-SKI-013,skincare,1,175.53,175.53,15.0,0.0,False,11.43,20.07,155.46,pontual
TXN-0008293,2024-03-16,2024-03,marketplace,SKU-MAQ-006,maquiagem,1,119.32,119.32,0.0,0.0,False,17.99,21.46,97.86,recorrente
TXN-0008294,2024-03-14,2024-03,ecommerce,SKU-PER-003,perfumes,1,362.06,362.06,0.0,0.0,False,3.02,10.92,351.14,pontual
TXN-0008295,2024-03-02,2024-03,ecommerce,SKU-SKI-009,skincare,3,173.72,521.16,0.0,0.0,False,3.64,18.96,502.2,recorrente
TXN-0008296,2024-03-28,2024-03,ecommerce,SKU-MAQ-010,maquiagem,1,63.74,63.74,5.0,0.0,False,4.95,3.16,60.58,pontual
TXN-0008297,2024-03-10,2024-03,ecommerce,SKU-PER-010,perfumes,2,416.16,832.32,0.0,0.0,False,3.41,28.37,803.95,pontual
TXN-0008298,2024-03-14,2024-03,marketplace,SKU-SKI-019,skincare,1,147.73,147.73,15.0,0.0,False,17.35,25.63,122.1,pontual
TXN-0008299,2024-03-28,2024-03,marketplace,SKU-PER-008,perfumes,1,231.13,231.13,5.0,0.0,False,17.82,41.19,189.94,pontual
TXN-0008300,2024-03-03,2024-03,ecommerce,SKU-MAQ-007,maquiagem,4,167.53,670.12,0.0,0.0,False,4.58,30.68,639.44,pontual
TXN-0008301,2024-03-24,2024-03,marketplace,SKU-PER-002,perfumes,1,136.49,136.49,10.0,0.0,False,16.59,22.64,113.85,pontual
TXN-0008302,2024-03-04,2024-03,ecommerce,SKU-PER-010,perfumes,2,416.16,832.32,0.0,0.0,False,3.01,25.09,807.23,pontual
TXN-0008303,2024-03-02,2024-03,ecommerce,SKU-PER-003,perfumes,2,362.06,724.12,0.0,0.0,False,4.32,31.31,692.81,recorrente
TXN-0008304,2024-03-10,2024-03,marketplace,SKU-PER-003,perfumes,1,289.65,289.65,20.0,0.0,False,17.33,50.2,239.45,pontual
TXN-0008305,2024-03-28,2024-03,ecommerce,SKU-HAI-007,haircare,1,104.95,104.95,0.0,0.0,False,3.16,3.31,101.64,pontual
TXN-0008306,2024-03-09,2024-03,ecommerce,SKU-MAQ-007,maquiagem,1,167.53,167.53,0.0,0.0,False,3.79,6.35,161.18,pontual
TXN-0008307,2024-03-22,2024-03,franquia,SKU-HAI-002,haircare,1,71.88,71.88,5.0,0.0,False,11.2,8.05,63.83,recorrente
TXN-0008308,2024-03-21,2024-03,franquia,SKU-PER-013,perfumes,1,381.29,381.29,0.0,0.0,False,12.23,46.64,334.65,pontual
TXN-0008309,2024-03-23,2024-03,ecommerce,SKU-HAI-002,haircare,1,75.66,75.66,0.0,0.0,False,4.39,3.32,72.34,pontual
TXN-0008310,2024-03-12,2024-03,ecommerce,SKU-SKI-014,skincare,1,151.13,151.13,0.0,0.0,False,4.37,6.6,144.53,pontual
TXN-0008311,2024-03-10,2024-03,ecommerce,SKU-SKI-012,skincare,1,162.54,162.54,5.0,0.0,False,4.28,6.95,155.59,pontual
TXN-0008312,2024-03-21,2024-03,ecommerce,SKU-PER-007,perfumes,1,249.27,249.27,0.0,0.0,False,3.46,8.62,240.65,pontual
TXN-0008313,2024-03-03,2024-03,ecommerce,SKU-PER-001,perfumes,4,381.67,1526.68,0.0,1386.91,True,4.59,70.13,69.64,recorrente
TXN-0008314,2024-03-03,2024-03,loja_propria,SKU-SKI-016,skincare,3,239.23,717.69,0.0,0.0,False,-0.06,-0.41,718.1,pontual
TXN-0008315,2024-03-09,2024-03,franquia,SKU-PER-009,perfumes,4,350.44,1401.76,5.0,0.0,False,11.79,165.32,1236.44,pontual
TXN-0008316,2024-03-23,2024-03,ecommerce,SKU-MAQ-004,maquiagem,2,69.2,138.4,20.0,0.0,False,4.54,6.28,132.12,pontual
TXN-0008317,2024-03-23,2024-03,franquia,SKU-MAQ-002,maquiagem,1,63.82,63.82,10.0,0.0,False,12.44,7.94,55.88,pontual
TXN-0008318,2024-03-27,2024-03,franquia,SKU-SKI-003,skincare,1,120.44,120.44,15.0,0.0,False,12.02,14.48,105.96,pontual
TXN-0008319,2024-03-01,2024-03,loja_propria,SKU-HAI-010,haircare,3,163.21,489.63,0.0,0.0,False,0.77,3.79,485.84,pontual
TXN-0008320,2024-03-25,2024-03,ecommerce,SKU-MAQ-006,maquiagem,3,119.32,357.96,0.0,0.0,False,4.28,15.33,342.63,recorrente
TXN-0008321,2024-03-26,2024-03,ecommerce,SKU-HAI-002,haircare,2,71.88,143.76,5.0,0.0,False,3.99,5.74,138.02,pontual
TXN-0008322,2024-03-26,2024-03,ecommerce,SKU-PER-005,perfumes,1,257.54,257.54,0.0,0.0,False,3.01,7.75,249.79,pontual
TXN-0008323,2024-03-08,2024-03,marketplace,SKU-MAQ-007,maquiagem,1,134.02,134.02,20.0,0.0,False,17.37,23.28,110.74,pontual
TXN-0008324,2024-03-26,2024-03,marketplace,SKU-MAQ-002,maquiagem,1,70.91,70.91,0.0,0.0,False,16.28,11.54,59.37,pontual
TXN-0008325,2024-03-02,2024-03,loja_propria,SKU-MAQ-003,maquiagem,1,54.83,54.83,10.0,0.0,False,-0.0,-0.0,54.83,recorrente
TXN-0008326,2024-03-04,2024-03,ecommerce,SKU-SKI-011,skincare,3,240.16,720.48,0.0,0.0,False,4.74,34.14,686.34,pontual
TXN-0008327,2024-03-19,2024-03,marketplace,SKU-HAI-002,haircare,1,75.66,75.66,0.0,0.0,False,16.2,12.26,63.4,pontual
TXN-0008328,2024-03-23,2024-03,franquia,SKU-MAQ-013,maquiagem,4,143.91,575.64,5.0,547.27,True,12.99,74.8,-46.43,pontual
TXN-0008329,2024-03-07,2024-03,ecommerce,SKU-SKI-003,skincare,3,141.7,425.1,0.0,0.0,False,3.56,15.13,409.97,recorrente
TXN-0008330,2024-03-19,2024-03,franquia,SKU-SKI-018,skincare,2,316.58,633.16,0.0,0.0,False,11.54,73.1,560.06,pontual
TXN-0008331,2024-03-19,2024-03,ecommerce,SKU-MAQ-008,maquiagem,1,139.48,139.48,15.0,0.0,False,3.32,4.64,134.84,pontual
TXN-0008332,2024-03-14,2024-03,ecommerce,SKU-PER-007,perfumes,2,249.27,498.54,0.0,443.45,True,3.58,17.85,37.24,pontual
TXN-0008333,2024-03-21,2024-03,ecommerce,SKU-MAQ-016,maquiagem,1,65.5,65.5,0.0,0.0,False,4.33,2.83,62.67,pontual
TXN-0008334,2024-03-21,2024-03,franquia,SKU-PER-007,perfumes,2,249.27,498.54,0.0,0.0,False,11.03,54.99,443.55,pontual
TXN-0008335,2024-03-28,2024-03,marketplace,SKU-PER-007,perfumes,1,249.27,249.27,0.0,221.62,True,16.89,42.1,-14.45,pontual
TXN-0008336,2024-03-09,2024-03,loja_propria,SKU-HAI-009,haircare,1,195.59,195.59,5.0,0.0,False,0.09,0.17,195.42,pontual
TXN-0008337,2024-03-02,2024-03,franquia,SKU-MAQ-010,maquiagem,1,67.09,67.09,0.0,0.0,False,12.87,8.64,58.45,pontual
TXN-0008338,2024-03-03,2024-03,loja_propria,SKU-SKI-017,skincare,1,115.95,115.95,5.0,0.0,False,0.34,0.4,115.55,pontual
TXN-0008339,2024-03-21,2024-03,ecommerce,SKU-SKI-006,skincare,3,101.2,303.6,10.0,0.0,False,3.56,10.82,292.78,pontual
TXN-0008340,2024-03-15,2024-03,marketplace,SKU-MAQ-012,maquiagem,3,101.31,303.93,0.0,0.0,False,17.43,52.99,250.94,recorrente
TXN-0008341,2024-03-16,2024-03,ecommerce,SKU-PER-004,perfumes,1,381.38,381.38,0.0,0.0,False,3.12,11.91,369.47,pontual
TXN-0008342,2024-03-12,2024-03,loja_propria,SKU-MAQ-012,maquiagem,1,101.31,101.31,0.0,0.0,False,-0.49,-0.49,101.8,pontual
TXN-0008343,2024-03-27,2024-03,marketplace,SKU-MAQ-014,maquiagem,4,80.13,320.52,10.0,0.0,False,17.45,55.94,264.58,pontual
TXN-0008344,2024-03-23,2024-03,ecommerce,SKU-HAI-009,haircare,1,185.29,185.29,10.0,0.0,False,4.4,8.15,177.14,recorrente
TXN-0008345,2024-03-01,2024-03,franquia,SKU-HAI-005,haircare,5,192.56,962.8,5.0,0.0,False,12.06,116.13,846.67,pontual
TXN-0008346,2024-03-22,2024-03,loja_propria,SKU-PER-011,perfumes,1,148.7,148.7,20.0,0.0,False,-0.62,-0.92,149.62,pontual
TXN-0008347,2024-03-21,2024-03,franquia,SKU-SKI-004,skincare,2,120.55,241.1,0.0,0.0,False,12.51,30.16,210.94,pontual
TXN-0008348,2024-03-22,2024-03,marketplace,SKU-MAQ-001,maquiagem,1,135.0,135.0,0.0,0.0,False,16.01,21.62,113.38,pontual
TXN-0008349,2024-03-19,2024-03,ecommerce,SKU-PER-013,perfumes,5,381.29,1906.45,0.0,0.0,False,4.06,77.42,1829.03,pontual
TXN-0008350,2024-03-21,2024-03,franquia,SKU-PER-002,perfumes,5,121.33,606.65,20.0,0.0,False,11.07,67.14,539.51,pontual
TXN-0008351,2024-03-14,2024-03,ecommerce,SKU-MAQ-014,maquiagem,3,89.03,267.09,0.0,0.0,False,4.58,12.24,254.85,pontual
TXN-0008352,2024-03-15,2024-03,franquia,SKU-SKI-010,skincare,1,201.3,201.3,0.0,0.0,False,12.02,24.2,177.1,pontual
TXN-0008353,2024-03-25,2024-03,ecommerce,SKU-SKI-011,skincare,2,204.14,408.28,15.0,0.0,False,4.43,18.08,390.2,pontual
TXN-0008354,2024-03-12,2024-03,loja_propria,SKU-SKI-008,skincare,1,147.27,147.27,0.0,0.0,False,0.51,0.75,146.52,pontual
TXN-0008355,2024-03-04,2024-03,marketplace,SKU-MAQ-008,maquiagem,1,164.1,164.1,0.0,0.0,False,16.87,27.68,136.42,recorrente
