cliente_id,canal_aquisicao,categoria_preferida,data_primeira_compra,data_ultima_compra,frequencia_compras_ano,ticket_medio,ltv_estimado,is_recorrente,status,uf,genero,faixa_etaria
CLI-001136,ecommerce,haircare,2024-07-18,2024-12-31,4,147.45,1704.61,True,ativo,RJ,F,25-34
CLI-001137,ecommerce,maquiagem,2024-08-01,2024-10-26,2,53.18,191.97,False,inativo,RJ,M,45-54
CLI-001138,franquia,skincare,2023-09-04,2024-08-14,3,282.6,1484.23,True,ativo,SP,NI,35-44
CLI-001139,franquia,skincare,2023-11-03,2023-12-04,4,118.49,1280.98,True,inativo,RS,F,35-44
CLI-001140,marketplace,skincare,2023-09-10,2024-02-21,2,289.69,1644.06,False,ativo,SP,F,45-54
CLI-001141,loja_propria,maquiagem,2023-11-21,2024-04-14,3,116.03,545.92,True,ativo,BA,F,25-34
CLI-001142,marketplace,maquiagem,2023-12-09,2024-08-05,6,68.56,1031.37,True,em_risco,SP,NI,25-34
CLI-001143,ecommerce,maquiagem,2023-06-20,2023-10-17,12,156.01,3402.37,True,ativo,RJ,F,35-44
CLI-001144,marketplace,skincare,2024-01-24,2024-10-20,3,121.82,955.81,True,ativo,SP,NI,25-34
CLI-001145,ecommerce,perfumes,2023-06-25,2023-06-26,1,385.11,899.14,False,ativo,BA,M,55+
CLI-001146,ecommerce,perfumes,2023-10-14,2023-11-03,3,347.42,2251.82,True,ativo,SP,F,18-24
CLI-001147,franquia,maquiagem,2024-09-28,2024-11-12,12,128.26,3572.15,True,ativo,RJ,F,18-24
CLI-001148,ecommerce,haircare,2023-05-23,2023-07-19,3,61.93,328.31,True,em_risco,MG,F,45-54
CLI-001149,ecommerce,haircare,2024-01-08,2024-04-05,2,71.43,403.14,False,em_risco,RS,M,25-34
CLI-001150,marketplace,skincare,2023-06-17,2023-09-14,3,317.41,2678.78,True,em_risco,BA,F,55+
CLI-001151,franquia,perfumes,2023-04-02,2023-05-13,3,457.97,3122.39,True,ativo,DF,M,25-34
CLI-001152,franquia,perfumes,2023-10-25,2024-09-01,1,428.93,1136.07,False,ativo,SP,NI,18-24
CLI-001153,franquia,skincare,2023-07-11,2023-12-24,3,202.41,1527.35,True,ativo,SP,M,45-54
CLI-001154,loja_propria,haircare,2023-07-03,2024-02-06,2,145.64,773.05,False,em_risco,DF,M,25-34
CLI-001155,marketplace,haircare,2024-05-14,2024-12-31,2,124.11,619.89,False,ativo,DF,M,18-24
CLI-001156,ecommerce,haircare,2023-04-27,2023-12-09,4,161.77,1386.47,True,ativo,RS,F,45-54
CLI-001157,franquia,skincare,2023-03-09,2023-12-07,3,308.76,1891.29,True,em_risco,RJ,F,18-24
CLI-001158,ecommerce,skincare,2023-07-20,2024-07-04,3,157.01,1399.32,True,em_risco,BA,F,18-24
CLI-001159,marketplace,maquiagem,2024-08-14,2024-12-31,12,71.38,1873.18,True,inativo,SP,F,55+
CLI-001160,ecommerce,maquiagem,2024-05-18,2024-09-29,1,96.61,201.24,False,inativo,GO,F,18-24
CLI-001161,marketplace,perfumes,2023-10-21,2024-01-04,2,421.2,2418.17,False,inativo,RS,F,25-34
CLI-001162,ecommerce,perfumes,2024-04-21,2024-07-21,2,450.79,1898.59,False,ativo,MG,F,18-24
CLI-001163,ecommerce,skincare,2023-06-23,2023-08-23,3,197.85,1325.83,True,ativo,RJ,M,45-54
CLI-001164,ecommerce,haircare,2023-02-03,2023-09-05,12,188.96,5465.38,True,ativo,SP,F,25-34
CLI-001165,ecommerce,haircare,2023-10-29,2024-02-05,12,131.75,3372.98,True,ativo,RJ,F,18-24
CLI-001166,marketplace,skincare,2023-10-09,2024-10-14,1,352.59,789.66,False,ativo,RJ,M,35-44
CLI-001167,ecommerce,haircare,2023-06-13,2024-02-14,3,64.92,411.4,True,ativo,SP,F,25-34
CLI-001168,marketplace,maquiagem,2024-07-26,2024-08-14,12,111.72,3373.21,True,ativo,SP,M,25-34
CLI-001169,marketplace,skincare,2024-03-16,2024-12-31,12,286.04,8961.21,True,ativo,RS,F,18-24
CLI-001170,ecommerce,skincare,2023-09-05,2024-07-14,1,388.19,948.53,False,inativo,SP,M,25-34
CLI-001171,loja_propria,haircare,2024-09-03,2024-12-31,6,94.74,1568.53,True,ativo,RJ,M,18-24
CLI-001172,franquia,haircare,2023-03-29,2023-11-30,12,229.25,6517.24,True,inativo,MG,F,25-34
CLI-001173,franquia,skincare,2023-03-21,2023-09-05,6,323.49,3067.68,True,ativo,SP,F,18-24
CLI-001174,loja_propria,skincare,2023-05-09,2023-08-12,1,392.75,938.73,False,ativo,SP,F,35-44
CLI-001175,franquia,haircare,2023-12-31,2024-07-30,3,262.99,2307.95,True,ativo,SP,M,35-44
CLI-001176,marketplace,maquiagem,2023-07-04,2023-12-15,1,59.02,121.19,False,em_risco,SP,F,25-34
CLI-001177,ecommerce,maquiagem,2023-05-08,2024-01-18,6,173.81,2541.5,True,em_risco,PR,F,18-24
CLI-001178,franquia,maquiagem,2023-03-23,2023-08-21,1,77.49,153.7,False,ativo,RJ,M,35-44
CLI-001179,marketplace,haircare,2023-11-11,2024-01-27,2,82.97,296.7,False,ativo,MG,F,45-54
CLI-001180,ecommerce,maquiagem,2023-03-12,2023-11-11,1,190.0,512.79,False,inativo,SP,M,18-24
CLI-001181,ecommerce,skincare,2024-07-26,2024-08-30,3,254.5,1764.97,True,em_risco,PR,M,25-34
CLI-001182,franquia,haircare,2023-03-03,2024-03-18,4,124.65,1374.08,True,em_risco,SP,F,45-54
CLI-001183,loja_propria,haircare,2024-04-08,2024-12-27,4,147.46,1325.17,True,em_risco,SP,F,25-34
CLI-001184,marketplace,haircare,2023-08-16,2024-03-25,2,246.61,1149.57,False,em_risco,RJ,F,25-34
CLI-001185,marketplace,skincare,2024-04-13,2024-12-31,1,161.8,251.96,False,ativo,SP,F,25-34
CLI-001186,ecommerce,skincare,2023-11-13,2023-11-13,2,108.59,451.06,False,ativo,DF,F,25-34
CLI-001187,ecommerce,skincare,2024-08-09,2024-09-08,2,141.2,726.74,False,ativo,SP,F,18-24
CLI-001188,loja_propria,perfumes,2023-07-06,2023-12-17,2,333.09,1481.94,False,inativo,MG,F,35-44
CLI-001189,franquia,skincare,2024-03-24,2024-12-31,3,365.6,2365.29,True,ativo,SC,F,25-34
CLI-001190,ecommerce,perfumes,2023-12-28,2024-06-10,2,229.59,1033.68,False,inativo,SP,F,35-44
CLI-001191,franquia,skincare,2023-11-18,2024-09-09,3,146.23,1041.24,True,ativo,SC,F,25-34
CLI-001192,marketplace,skincare,2024-08-30,2024-12-31,1,388.37,808.47,False,inativo,SP,F,55+
CLI-001193,franquia,haircare,2024-09-21,2024-12-31,12,147.62,4437.06,True,ativo,BA,M,18-24
CLI-001194,loja_propria,perfumes,2024-09-10,2024-12-31,2,352.47,2066.65,False,em_risco,MG,M,18-24
CLI-001195,ecommerce,perfumes,2023-10-01,2024-01-18,6,126.54,1274.11,True,ativo,PR,M,18-24
CLI-001196,ecommerce,haircare,2023-09-22,2024-06-10,3,138.81,923.51,True,ativo,SC,NI,45-54
CLI-001197,franquia,maquiagem,2024-02-11,2024-10-28,1,159.33,403.73,False,ativo,MG,F,55+
CLI-001198,marketplace,skincare,2024-05-13,2024-07-19,2,277.57,1315.6,False,ativo,PE,F,18-24
CLI-001199,ecommerce,maquiagem,2024-01-26,2024-02-29,3,82.88,439.76,True,em_risco,SC,F,25-34
CLI-001200,marketplace,skincare,2024-04-30,2024-12-31,2,378.45,1927.61,False,ativo,SP,F,35-44
CLI-001201,marketplace,skincare,2024-05-26,2024-12-31,3,103.56,514.7,True,ativo,SP,F,18-24
CLI-001202,ecommerce,skincare,2024-01-07,2024-05-02,6,157.23,2384.12,True,em_risco,SC,F,25-34
CLI-001203,ecommerce,haircare,2024-09-04,2024-12-31,3,99.97,815.96,True,inativo,RS,F,25-34
CLI-001204,marketplace,maquiagem,2024-04-14,2024-05-19,1,61.9,103.46,False,ativo,SP,F,35-44
CLI-001205,marketplace,skincare,2024-08-24,2024-12-31,12,394.47,8430.09,True,ativo,RJ,NI,25-34
CLI-001206,ecommerce,maquiagem,2023-09-26,2024-08-04,2,173.1,697.78,False,em_risco,RJ,M,35-44
CLI-001207,marketplace,skincare,2024-10-09,2024-12-31,3,168.55,883.62,True,ativo,SP,NI,45-54
CLI-001208,franquia,skincare,2024-07-27,2024-08-12,1,389.44,882.7,False,inativo,SP,M,35-44
CLI-001209,marketplace,maquiagem,2024-03-01,2024-06-08,1,77.55,178.25,False,ativo,SP,M,25-34
CLI-001210,ecommerce,skincare,2024-07-03,2024-12-31,3,206.97,1122.92,True,ativo,GO,F,45-54
CLI-001211,ecommerce,maquiagem,2024-05-09,2024-07-14,4,164.45,1422.64,True,inativo,PR,F,25-34
CLI-001212,ecommerce,maquiagem,2023-07-04,2023-09-27,1,82.14,241.54,False,em_risco,PR,M,25-34
CLI-001213,marketplace,maquiagem,2023-05-18,2024-04-08,3,89.97,607.35,True,inativo,GO,F,35-44
CLI-001214,franquia,skincare,2024-06-25,2024-12-09,6,371.64,6663.42,True,em_risco,MG,F,25-34
CLI-001215,loja_propria,skincare,2024-01-20,2024-03-13,6,197.0,1989.28,True,em_risco,BA,M,55+
CLI-001216,franquia,skincare,2024-04-01,2024-12-31,2,102.26,385.93,False,ativo,SP,NI,45-54
CLI-001217,franquia,skincare,2024-05-25,2024-12-13,2,347.9,1729.89,False,ativo,RJ,F,45-54
CLI-001218,marketplace,perfumes,2023-04-30,2024-01-02,1,276.18,757.13,False,inativo,BA,F,35-44
CLI-001219,marketplace,haircare,2023-09-09,2024-10-02,6,148.31,2148.81,True,ativo,BA,F,35-44
CLI-001220,marketplace,maquiagem,2023-01-11,2023-06-10,1,145.48,310.66,False,ativo,SP,F,18-24
CLI-001221,ecommerce,skincare,2024-05-10,2024-10-05,2,326.27,1157.97,False,ativo,RJ,F,25-34
CLI-001222,franquia,skincare,2024-07-01,2024-12-31,6,196.17,2390.68,True,ativo,BA,F,45-54
CLI-001223,marketplace,maquiagem,2024-06-09,2024-07-11,1,110.15,285.95,False,ativo,PR,F,18-24
CLI-001224,marketplace,maquiagem,2024-10-07,2024-11-22,1,49.08,133.47,False,ativo,SP,M,25-34
CLI-001225,marketplace,perfumes,2024-06-18,2024-11-30,2,368.37,1361.45,False,ativo,SP,F,35-44
CLI-001226,marketplace,maquiagem,2024-06-16,2024-12-31,3,152.96,979.36,True,ativo,SP,M,18-24
CLI-001227,franquia,maquiagem,2024-03-26,2024-04-15,3,173.8,1527.4,True,ativo,RS,M,25-34
CLI-001228,ecommerce,haircare,2023-09-03,2024-08-15,1,128.82,198.42,False,ativo,GO,M,35-44
CLI-001229,franquia,maquiagem,2023-01-18,2023-11-20,4,206.67,1958.27,True,em_risco,SP,NI,55+
CLI-001230,franquia,skincare,2024-08-09,2024-12-31,3,283.62,2037.51,True,ativo,PR,M,25-34
CLI-001231,marketplace,skincare,2024-01-14,2024-07-19,1,177.48,461.56,False,inativo,BA,F,25-34
CLI-001232,ecommerce,skincare,2023-04-12,2023-05-30,2,359.25,1302.82,False,inativo,SP,F,25-34
CLI-001233,ecommerce,perfumes,2023-11-02,2024-02-03,2,307.32,944.41,False,ativo,SC,M,18-24
CLI-001234,ecommerce,haircare,2024-06-30,2024-12-23,3,157.22,843.07,True,ativo,PE,F,45-54
CLI-001235,ecommerce,skincare,2024-01-18,2024-12-31,2,178.57,1015.22,False,em_risco,SP,F,35-44
CLI-001236,ecommerce,haircare,2024-05-04,2024-06-04,4,146.51,1509.76,True,ativo,SP,F,35-44
CLI-001237,ecommerce,skincare,2023-01-30,2023-12-14,1,102.07,242.95,False,ativo,SP,F,45-54
CLI-001238,loja_propria,perfumes,2023-07-13,2023-08-08,6,351.4,6025.74,True,em_risco,MG,F,25-34
CLI-001239,franquia,skincare,2023-05-15,2023-06-19,2,148.58,854.43,False,inativo,MG,F,25-34
CLI-001240,marketplace,perfumes,2023-10-27,2024-08-14,3,432.67,3253.63,True,inativo,RJ,M,18-24
CLI-001241,ecommerce,maquiagem,2024-02-17,2024-02-17,4,163.44,1777.0,True,em_risco,SC,M,18-24
CLI-001242,loja_propria,maquiagem,2024-02-02,2024-12-31,4,148.2,1388.97,True,em_risco,RJ,F,45-54
CLI-001243,marketplace,skincare,2023-08-03,2024-08-15,6,395.95,6682.5,True,ativo,SP,F,25-34
CLI-001244,marketplace,skincare,2024-09-30,2024-12-31,2,209.61,799.57,False,ativo,GO,F,35-44
CLI-001245,loja_propria,haircare,2024-02-25,2024-07-29,2,76.77,253.21,False,ativo,SP,F,25-34
CLI-001246,marketplace,maquiagem,2023-01-24,2023-02-03,1,137.93,296.38,False,ativo,SP,F,18-24
CLI-001247,ecommerce,skincare,2024-09-24,2024-12-31,3,387.45,2503.0,True,em_risco,PR,M,18-24
CLI-001248,ecommerce,perfumes,2023-07-12,2024-02-21,4,424.88,4222.07,True,ativo,DF,F,25-34
CLI-001249,loja_propria,haircare,2024-03-18,2024-11-17,4,156.47,1187.64,True,em_risco,RS,M,35-44
CLI-001250,franquia,haircare,2023-09-18,2024-04-17,2,62.17,333.53,False,em_risco,BA,F,18-24
CLI-001251,marketplace,skincare,2024-07-18,2024-12-31,2,233.38,799.42,False,inativo,RJ,F,35-44
CLI-001252,marketplace,perfumes,2023-07-20,2024-04-04,3,321.03,1842.82,True,ativo,SP,F,25-34
CLI-001253,loja_propria,haircare,2023-02-05,2024-01-01,6,230.18,3800.39,True,inativo,SP,F,18-24
CLI-001254,ecommerce,maquiagem,2024-01-11,2024-11-13,1,118.25,288.33,False,em_risco,PR,F,25-34
CLI-001255,loja_propria,skincare,2024-08-23,2024-09-21,2,254.92,997.94,False,inativo,RS,F,25-34
CLI-001256,marketplace,haircare,2024-06-05,2024-09-28,2,167.04,726.72,False,inativo,SP,F,25-34
CLI-001257,franquia,haircare,2023-03-30,2023-09-03,2,99.38,553.21,False,ativo,PR,F,45-54
CLI-001258,loja_propria,perfumes,2024-02-25,2024-12-31,1,321.53,614.49,False,em_risco,SP,F,18-24
CLI-001259,ecommerce,maquiagem,2023-06-19,2023-12-13,2,135.73,572.31,False,ativo,MG,M,35-44
CLI-001260,marketplace,haircare,2023-05-27,2023-08-20,1,241.38,477.13,False,inativo,DF,NI,35-44
CLI-001261,loja_propria,skincare,2024-04-16,2024-12-31,6,107.58,1916.59,True,em_risco,SP,M,35-44
CLI-001262,marketplace,skincare,2023-10-01,2023-12-05,4,227.56,2706.3,True,em_risco,MG,F,18-24
CLI-001263,franquia,skincare,2024-06-10,2024-12-31,2,196.97,800.82,False,inativo,RJ,F,18-24
CLI-001264,marketplace,perfumes,2024-07-10,2024-08-30,3,339.29,1936.68,True,em_risco,RJ,F,18-24
CLI-001265,ecommerce,skincare,2024-04-09,2024-12-31,6,340.64,6130.57,True,ativo,PR,F,18-24
CLI-001266,franquia,maquiagem,2024-02-06,2024-09-18,1,150.35,313.85,False,inativo,BA,F,35-44
CLI-001267,loja_propria,skincare,2023-12-30,2024-08-02,3,307.56,2223.88,True,ativo,SP,F,55+
CLI-001268,ecommerce,perfumes,2023-05-08,2024-02-19,2,528.11,2729.32,False,inativo,RS,F,35-44
CLI-001269,marketplace,maquiagem,2024-07-23,2024-12-09,1,130.37,204.99,False,ativo,RJ,F,35-44
CLI-001270,marketplace,skincare,2024-03-24,2024-12-31,2,155.89,588.07,False,ativo,SP,F,45-54
CLI-001271,ecommerce,maquiagem,2023-06-16,2024-06-05,2,190.77,1060.21,False,ativo,PE,NI,25-34
CLI-001272,loja_propria,haircare,2024-03-31,2024-12-31,2,139.61,757.5,False,ativo,SP,F,35-44
CLI-001273,franquia,skincare,2024-02-15,2024-11-02,1,261.43,759.4,False,ativo,SP,F,18-24
CLI-001274,marketplace,perfumes,2023-09-08,2024-10-02,4,490.24,5422.78,True,ativo,MG,M,35-44
CLI-001275,ecommerce,skincare,2023-02-02,2023-04-13,3,162.08,1254.2,True,ativo,SP,F,45-54
CLI-001276,ecommerce,perfumes,2023-04-12,2023-08-17,3,160.96,806.06,True,inativo,SP,M,55+
CLI-001277,marketplace,skincare,2024-08-08,2024-12-31,12,140.84,3028.79,True,em_risco,RS,F,25-34
CLI-001278,franquia,perfumes,2024-04-04,2024-08-12,1,159.25,439.78,False,ativo,SP,M,55+
CLI-001279,franquia,skincare,2023-04-26,2023-05-23,2,306.26,1791.66,False,ativo,GO,F,35-44
CLI-001280,ecommerce,skincare,2023-02-11,2023-09-29,1,384.27,664.97,False,ativo,SP,F,35-44
CLI-001281,loja_propria,skincare,2023-11-18,2024-09-03,6,325.74,3586.49,True,ativo,PE,F,25-34
CLI-001282,marketplace,haircare,2024-09-24,2024-12-31,3,167.03,1133.09,True,ativo,RJ,F,35-44
CLI-001283,marketplace,skincare,2024-03-23,2024-10-27,1,280.89,439.93,False,inativo,SP,NI,35-44
CLI-001284,ecommerce,skincare,2023-11-15,2023-12-30,1,349.94,614.82,False,inativo,PR,NI,25-34
CLI-001285,loja_propria,haircare,2024-03-10,2024-11-12,3,197.04,1536.94,True,ativo,SP,NI,18-24
CLI-001286,ecommerce,skincare,2024-05-11,2024-09-04,12,244.24,7175.14,True,em_risco,MG,F,25-34
CLI-001287,marketplace,skincare,2024-01-14,2024-08-10,2,375.89,1372.58,False,ativo,SC,M,45-54
CLI-001288,marketplace,perfumes,2023-03-11,2023-07-23,1,234.81,537.23,False,ativo,BA,M,45-54
CLI-001289,franquia,haircare,2024-07-20,2024-12-31,3,92.93,804.4,True,inativo,SP,F,25-34
CLI-001290,marketplace,skincare,2023-12-08,2024-11-12,2,219.46,1231.79,False,em_risco,SP,F,25-34
CLI-001291,loja_propria,maquiagem,2024-01-31,2024-10-05,3,124.79,588.16,True,inativo,RJ,F,25-34
CLI-001292,marketplace,haircare,2024-04-11,2024-12-31,3,183.9,1383.9,True,em_risco,PR,F,35-44
CLI-001293,ecommerce,skincare,2023-08-15,2024-07-11,1,152.53,418.45,False,em_risco,SC,F,25-34
CLI-001294,ecommerce,perfumes,2023-01-08,2023-05-25,3,460.94,2945.48,True,ativo,SC,F,45-54
CLI-001295,ecommerce,haircare,2024-03-22,2024-10-30,3,124.03,627.16,True,em_risco,SP,M,55+
CLI-001296,ecommerce,skincare,2024-01-28,2024-04-19,2,291.11,1264.93,False,ativo,MG,M,25-34
CLI-001297,ecommerce,skincare,2023-04-17,2023-07-24,1,128.58,240.04,False,inativo,PR,F,35-44
CLI-001298,marketplace,maquiagem,2024-03-26,2024-12-31,2,187.22,1010.28,False,ativo,SP,F,35-44
CLI-001299,marketplace,skincare,2024-01-06,2024-06-25,2,392.5,2037.58,False,ativo,RJ,F,35-44
CLI-001300,marketplace,maquiagem,2024-10-02,2024-12-31,2,111.99,442.69,False,inativo,GO,F,25-34
CLI-001301,ecommerce,skincare,2023-11-29,2024-04-14,2,232.64,1063.1,False,inativo,RS,F,55+
CLI-001302,ecommerce,haircare,2024-07-20,2024-08-17,12,172.28,3514.62,True,inativo,MG,M,55+
CLI-001303,marketplace,perfumes,2024-05-12,2024-12-31,2,211.53,1170.45,False,inativo,SP,F,55+
CLI-001304,marketplace,skincare,2023-04-18,2024-05-17,1,165.35,450.11,False,ativo,RS,F,25-34
CLI-001305,marketplace,skincare,2024-09-21,2024-12-31,12,176.85,5562.09,True,ativo,MG,F,45-54
CLI-001306,franquia,maquiagem,2023-02-12,2024-03-17,1,63.12,153.63,False,inativo,MG,M,25-34
CLI-001307,ecommerce,skincare,2023-12-22,2024-11-03,2,337.01,1464.88,False,ativo,RJ,M,25-34
CLI-001308,ecommerce,haircare,2023-01-12,2023-08-04,2,187.72,1080.16,False,ativo,MG,F,35-44
CLI-001309,ecommerce,skincare,2023-11-03,2024-10-05,1,382.5,1024.07,False,ativo,SP,M,35-44
CLI-001310,ecommerce,maquiagem,2023-10-31,2024-06-23,1,50.47,100.11,False,ativo,RS,F,18-24
CLI-001311,ecommerce,haircare,2024-06-09,2024-12-10,1,87.57,242.32,False,ativo,PR,NI,35-44
CLI-001312,marketplace,skincare,2024-02-24,2024-12-31,3,225.28,1554.92,True,inativo,BA,F,18-24
CLI-001313,ecommerce,maquiagem,2023-03-13,2024-01-31,2,192.99,984.88,False,inativo,SP,M,55+
CLI-001314,marketplace,maquiagem,2024-05-26,2024-12-31,3,77.01,362.26,True,ativo,PR,NI,18-24
CLI-001315,marketplace,haircare,2023-10-15,2024-01-03,6,158.64,2496.66,True,ativo,MG,F,25-34
CLI-001316,ecommerce,maquiagem,2023-11-15,2024-04-15,2,124.31,512.85,False,ativo,RS,F,35-44
CLI-001317,ecommerce,skincare,2024-09-05,2024-12-31,1,103.04,169.53,False,inativo,SC,F,18-24
CLI-001318,ecommerce,perfumes,2023-02-24,2023-09-11,2,271.41,1519.0,False,ativo,SP,F,25-34
CLI-001319,ecommerce,skincare,2024-02-20,2024-07-17,3,197.68,994.65,True,inativo,SP,F,55+
CLI-001320,ecommerce,maquiagem,2023-02-09,2023-11-01,2,158.7,825.69,False,em_risco,GO,M,25-34
CLI-001321,ecommerce,perfumes,2023-10-26,2024-04-18,3,321.91,1697.29,True,inativo,BA,F,35-44
CLI-001322,ecommerce,skincare,2024-02-24,2024-04-02,1,288.83,561.72,False,em_risco,PE,F,35-44
CLI-001323,ecommerce,haircare,2023-08-19,2023-11-10,1,164.58,442.49,False,em_risco,RS,F,25-34
CLI-001324,loja_propria,perfumes,2023-10-03,2024-03-18,12,522.73,12531.44,True,inativo,RJ,F,55+
CLI-001325,ecommerce,maquiagem,2023-08-01,2024-01-18,3,112.7,839.91,True,inativo,PR,F,18-24
CLI-001326,franquia,skincare,2023-02-08,2023-10-14,2,166.16,658.49,False,ativo,RJ,M,55+
CLI-001327,loja_propria,perfumes,2024-02-22,2024-08-03,3,531.84,4625.56,True,inativo,RJ,M,45-54
CLI-001328,marketplace,perfumes,2023-10-01,2024-02-23,3,171.04,912.68,True,em_risco,PR,F,55+
CLI-001329,ecommerce,haircare,2023-09-04,2023-12-06,4,160.27,1174.71,True,ativo,MG,F,55+
CLI-001330,franquia,maquiagem,2023-02-27,2024-01-29,1,71.11,120.23,False,inativo,RS,M,45-54
CLI-001331,loja_propria,haircare,2024-03-04,2024-12-31,6,234.62,4005.97,True,inativo,GO,F,18-24
CLI-001332,ecommerce,perfumes,2024-06-06,2024-11-29,2,125.96,634.19,False,ativo,SP,M,18-24
CLI-001333,ecommerce,haircare,2024-02-17,2024-07-15,3,120.34,643.21,True,ativo,SP,M,18-24
CLI-001334,loja_propria,perfumes,2024-06-13,2024-12-14,1,220.27,634.1,False,ativo,RJ,M,25-34
CLI-001335,franquia,skincare,2023-08-09,2024-08-27,1,108.32,225.42,False,em_risco,GO,M,35-44
CLI-001336,ecommerce,haircare,2024-08-15,2024-12-31,2,236.96,1339.49,False,ativo,SC,F,25-34
CLI-001337,ecommerce,perfumes,2024-05-20,2024-12-31,3,319.31,2392.38,True,ativo,SP,F,35-44
CLI-001338,loja_propria,skincare,2024-04-15,2024-12-31,12,158.5,5369.1,True,ativo,MG,F,35-44
CLI-001339,franquia,haircare,2024-08-14,2024-12-31,3,173.3,1527.1,True,ativo,RJ,F,45-54
CLI-001340,marketplace,skincare,2023-12-14,2024-01-19,6,272.25,2959.67,True,ativo,RJ,M,25-34
CLI-001341,marketplace,skincare,2024-06-09,2024-12-31,6,198.62,2338.3,True,ativo,PE,M,25-34
CLI-001342,ecommerce,maquiagem,2024-06-15,2024-12-31,2,137.14,545.94,False,ativo,RS,F,25-34
CLI-001343,marketplace,skincare,2024-01-14,2024-12-14,3,283.31,2310.39,True,inativo,SP,M,55+
CLI-001344,loja_propria,haircare,2023-10-24,2024-09-01,2,177.65,791.14,False,em_risco,BA,F,35-44
CLI-001345,ecommerce,skincare,2024-03-10,2024-12-31,4,151.63,1620.31,True,ativo,GO,M,35-44
CLI-001346,loja_propria,haircare,2024-04-04,2024-07-26,12,76.31,1496.64,True,ativo,RS,F,35-44
CLI-001347,marketplace,maquiagem,2024-07-17,2024-09-09,1,182.95,500.47,False,ativo,RJ,F,45-54
CLI-001348,ecommerce,skincare,2024-08-22,2024-12-31,1,264.92,710.92,False,inativo,DF,F,35-44
CLI-001349,franquia,maquiagem,2023-05-03,2023-11-24,1,191.74,448.25,False,ativo,SP,F,25-34
CLI-001350,ecommerce,skincare,2023-06-13,2024-05-04,6,232.64,3439.17,True,em_risco,MG,M,55+
CLI-001351,marketplace,maquiagem,2023-11-10,2024-05-12,1,207.06,471.37,False,ativo,SP,M,35-44
CLI-001352,marketplace,perfumes,2024-09-09,2024-12-31,2,199.81,1126.27,False,ativo,PE,F,35-44
CLI-001353,loja_propria,skincare,2023-07-30,2023-11-27,2,383.57,2264.26,False,inativo,SP,M,45-54
CLI-001354,loja_propria,maquiagem,2023-12-04,2024-04-19,1,172.02,281.07,False,inativo,PE,F,45-54
CLI-001355,marketplace,perfumes,2024-03-31,2024-09-06,1,131.5,358.82,False,inativo,RJ,NI,18-24
CLI-001356,marketplace,perfumes,2023-10-02,2024-01-20,1,224.88,414.16,False,ativo,PR,F,25-34
CLI-001357,ecommerce,haircare,2023-08-30,2023-12-01,2,179.28,550.94,False,em_risco,SP,F,25-34
CLI-001358,marketplace,skincare,2023-10-30,2024-10-12,6,280.49,4627.37,True,em_risco,MG,F,35-44
CLI-001359,ecommerce,maquiagem,2023-12-19,2024-08-22,2,199.59,1110.69,False,ativo,SP,F,25-34
CLI-001360,franquia,haircare,2023-10-21,2024-06-22,12,248.06,4814.64,True,ativo,SP,M,35-44
CLI-001361,marketplace,maquiagem,2023-03-21,2023-10-04,2,110.12,531.04,False,inativo,BA,F,45-54
CLI-001362,ecommerce,maquiagem,2023-08-29,2023-12-09,3,78.74,582.38,True,ativo,PR,F,45-54
CLI-001363,loja_propria,haircare,2023-03-05,2024-01-31,2,88.81,521.17,False,em_risco,SC,F,45-54
CLI-001364,franquia,skincare,2024-05-24,2024-07-13,4,320.19,2665.2,True,ativo,SP,M,25-34
CLI-001365,marketplace,maquiagem,2023-03-28,2024-01-12,4,75.13,630.67,True,em_risco,MG,M,45-54
CLI-001366,marketplace,maquiagem,2023-08-26,2023-09-14,3,68.53,507.27,True,ativo,RJ,F,25-34
CLI-001367,franquia,perfumes,2023-11-09,2024-10-24,3,249.01,2154.47,True,inativo,SP,M,25-34
CLI-001368,loja_propria,skincare,2023-04-11,2024-03-27,3,285.69,2152.4,True,inativo,MG,M,45-54
CLI-001369,ecommerce,maquiagem,2023-03-16,2024-01-15,2,134.67,517.65,False,em_risco,SP,F,25-34
CLI-001370,franquia,maquiagem,2024-07-14,2024-12-31,2,49.56,156.18,False,ativo,SP,F,25-34
CLI-001371,franquia,skincare,2023-01-23,2023-10-13,1,345.36,847.95,False,em_risco,RS,NI,25-34
CLI-001372,ecommerce,haircare,2023-11-14,2024-02-07,2,93.83,466.66,False,ativo,PR,M,55+
CLI-001373,franquia,haircare,2023-08-28,2024-06-16,3,259.2,1431.13,True,em_risco,RS,M,18-24
CLI-001374,marketplace,skincare,2024-06-07,2024-12-31,2,162.71,818.91,False,em_risco,SP,F,35-44
CLI-001375,marketplace,skincare,2024-09-22,2024-12-31,1,323.95,633.18,False,ativo,SP,F,25-34
CLI-001376,ecommerce,skincare,2024-09-12,2024-12-31,2,338.51,1631.69,False,em_risco,SP,F,25-34
CLI-001377,ecommerce,maquiagem,2023-10-03,2023-12-02,3,59.62,281.66,True,ativo,PE,F,45-54
CLI-001378,marketplace,maquiagem,2024-04-29,2024-08-10,3,132.39,1158.61,True,inativo,RJ,F,25-34
CLI-001379,ecommerce,maquiagem,2023-12-29,2024-12-31,6,67.86,654.09,True,em_risco,SP,F,25-34
